,name,link,rate,location,h_id
1711,Camping Paradis Le Pearl,https://www.tripadvisor.fr/Hotel_Review-g196598-d3803153-Reviews-Camping_Paradis_Le_Pearl-Argeles_sur_Mer_Pyrenees_Orientales_Occitanie.html,"4,0","Route de Taxo a la Mer, 66700, Argelès-sur-mer France",1965983803153
1712,Kyriad Orange Centre,https://www.tripadvisor.fr/Hotel_Review-g187251-d3460748-Reviews-Kyriad_Orange_Centre-Orange_Vaucluse_Provence_Alpes_Cote_d_Azur.html,"3,5","86 avenue de l Arc de Triomphe, 84100 Orange France",1872513460748
1713,Armor Hotel,https://www.tripadvisor.fr/Hotel_Review-g196562-d1015069-Reviews-Armor_Hotel-Compiegne_City_Compiegne_Oise_Hauts_de_France.html,"3,0","4 rue Solferino, 60200 Ville de Compiègne, Compiègne France",1965621015069
1714,The ReMIX Hotel,https://www.tripadvisor.fr/Hotel_Review-g187147-d229569-Reviews-The_ReMIX_Hotel-Paris_Ile_de_France.html,"3,0","28 avenue Corentin Cariou, 75019 Paris France",187147229569
1715,B&B HOTEL  Longwy Porte du Luxembourg,https://www.tripadvisor.fr/Hotel_Review-g1080347-d12606398-Reviews-B_B_HOTEL_Longwy_Porte_du_Luxembourg-Longwy_Meurthe_et_Moselle_Grand_Est.html,"4,5","Rue de la Carrière, 54400 Longwy France",108034712606398
1716,Timhôtel Paris Berthier,https://www.tripadvisor.fr/Hotel_Review-g187147-d231058-Reviews-Timhotel_Paris_Berthier-Paris_Ile_de_France.html,"3,5","4 boulevard Berthier, 75017 Paris France",187147231058
1717,Hotel des Anges,https://www.tripadvisor.fr/Hotel_Review-g187075-d1465904-Reviews-Hotel_des_Anges-Strasbourg_Bas_Rhin_Grand_Est.html,"3,0","48 rue du Vieux Marche aux Poissons, 67000, Strasbourg France",1870751465904
1718,Campanile Annecy - Cran Gevrier,https://www.tripadvisor.fr/Hotel_Review-g207357-d481988-Reviews-Campanile_Annecy_Cran_Gevrier-Cran_Gevrier_Annecy_Haute_Savoie_Auvergne_Rhone_Alpes.html,"3,5","4 impasse des Crets, 74960 Cran-Gevrier, Annecy France",207357481988
1719,Le Fournil - Hôtel,https://www.tripadvisor.fr/Hotel_Review-g1582955-d1582597-Reviews-Le_Fournil_Hotel-Redu_Luxembourg_Province_The_Ardennes_Wallonia.html,"4,5","Place de l'Esro, 58, Redu 6890 Belgique",15829551582597
1720,Hôtel Le Concorde,https://www.tripadvisor.fr/Hotel_Review-g187209-d1226071-Reviews-Hotel_Le_Concorde-Aix_en_Provence_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,"4,0","68 Boulevard du Roi René, 13100, Aix-en-Provence France",1872091226071
1721,Le Vasco de Gama,https://www.tripadvisor.fr/Hotel_Review-g196662-d3399265-Reviews-Le_Vasco_de_Gama-Saint_Quentin_City_Saint_Quentin_Aisne_Hauts_de_France.html,"3,0","30 Place Cordier, 02100 Ville de Saint-Quentin, Saint-Quentin France",1966623399265
1722,Golden Tulip Troyes,https://www.tripadvisor.fr/Hotel_Review-g1079890-d231077-Reviews-Golden_Tulip_Troyes-Barberey_Saint_Sulpice_Troyes_Aube_Grand_Est.html,"4,0","Route de l'Aéroport, 10600 Barberey-Saint-Sulpice, Troyes France",1079890231077
1723,Hotel Pavillon Bastille,https://www.tripadvisor.fr/Hotel_Review-g187147-d194272-Reviews-Hotel_Pavillon_Bastille-Paris_Ile_de_France.html,"4,0","65, rue de Lyon 12th Arr., 75012 Paris France",187147194272
1724,Hotel Pavillon Bastille,https://www.tripadvisor.fr/Hotel_Review-g187147-d194272-Reviews-Hotel_Pavillon_Bastille-Paris_Ile_de_France.html,"4,0","65, rue de Lyon 12th Arr., 75012 Paris France",187147194272
1725,Hotel Prince Albert Lyon Bercy,https://www.tripadvisor.fr/Hotel_Review-g187147-d229589-Reviews-Hotel_Prince_Albert_Lyon_Bercy-Paris_Ile_de_France.html,"3,0","108 rue de Charenton, 75012 Paris France",187147229589
1726,Hotel Pavillon Bastille,https://www.tripadvisor.fr/Hotel_Review-g187147-d194272-Reviews-Hotel_Pavillon_Bastille-Paris_Ile_de_France.html,"4,0","65, rue de Lyon 12th Arr., 75012 Paris France",187147194272
1727,La Villa Des Houx,https://www.tripadvisor.fr/Hotel_Review-g778073-d667857-Reviews-La_Villa_Des_Houx-Aumale_Seine_Maritime_Haute_Normandie_Normandy.html,"4,0","6 avenue du General de Gaulle, 76390 Aumale France",778073667857
1728,Hotel Spa Domaine des Thômeaux,https://www.tripadvisor.fr/Hotel_Review-g667013-d663037-Reviews-Hotel_Spa_Domaine_des_Thomeaux-Mosnes_Indre_et_Loire_Centre_Val_de_Loire.html,"4,0","12 Rue des Thômeaux, 37530 Mosnes France",667013663037
1729,Hotel Pavillon Bastille,https://www.tripadvisor.fr/Hotel_Review-g187147-d194272-Reviews-Hotel_Pavillon_Bastille-Paris_Ile_de_France.html,"4,0","65, rue de Lyon 12th Arr., 75012 Paris France",187147194272
1730,Citadines Place d'Italie Paris,https://www.tripadvisor.fr/Hotel_Review-g187147-d197561-Reviews-Citadines_Place_d_Italie_Paris-Paris_Ile_de_France.html,"4,0","18 Place D'Italie 13ème Arrondissement, 75013 Paris France",187147197561
1731,Citadines Place d'Italie Paris,https://www.tripadvisor.fr/Hotel_Review-g187147-d197561-Reviews-Citadines_Place_d_Italie_Paris-Paris_Ile_de_France.html,"4,0","18 Place D'Italie 13ème Arrondissement, 75013 Paris France",187147197561
1732,Citadines Sainte-Catherine Brussels,https://www.tripadvisor.fr/Hotel_Review-g188644-d206709-Reviews-Citadines_Sainte_Catherine_Brussels-Brussels.html,"4,0","Quai au Bois a Bruler 51, Bruxelles 1000 Belgique",188644206709
1733,Citadines Maine Montparnasse,https://www.tripadvisor.fr/Hotel_Review-g187147-d197613-Reviews-Citadines_Maine_Montparnasse_Paris-Paris_Ile_de_France.html,"4,0","67, Avenue du Maine Paris, 14eme, 75014 Paris France",187147197613
1734,Citadines Place d'Italie Paris,https://www.tripadvisor.fr/Hotel_Review-g187147-d197561-Reviews-Citadines_Place_d_Italie_Paris-Paris_Ile_de_France.html,"4,0","18 Place D'Italie 13ème Arrondissement, 75013 Paris France",187147197561
1735,Citadines Place d'Italie Paris,https://www.tripadvisor.fr/Hotel_Review-g187147-d197561-Reviews-Citadines_Place_d_Italie_Paris-Paris_Ile_de_France.html,"4,0","18 Place D'Italie 13ème Arrondissement, 75013 Paris France",187147197561
1736,Hotel & Spa Baie des Anges by Thalazur,https://www.tripadvisor.fr/Hotel_Review-g187217-d228812-Reviews-Hotel_Spa_Baie_des_Anges_by_Thalazur-Antibes_French_Riviera_Cote_d_Azur_Provence_Alpes_.html,"4,0","770 Chemin des Moyennes Breguieres, 06600, Antibes France",187217228812
1737,El Mouradi Hammamet,https://www.tripadvisor.fr/Hotel_Review-g297943-d302603-Reviews-El_Mouradi_Hammamet-Hammamet_Nabeul_Governorate.html,"3,5","Zone touristique Yasmine Hammamet, Hammamet 8050 Tunisie",297943302603
1738,Hotel Samir,https://www.tripadvisor.fr/Hotel_Review-g293718-d3216950-Reviews-Hotel_Samir-Algiers_Algiers_Province.html,"3,0","74 Rue Didouche Mourad, Alger 16000 Algérie",2937183216950
1739,Residence Fort de Leau,https://www.tripadvisor.fr/Hotel_Review-g7022993-d11864443-Reviews-Residence_Fort_de_Leau-Bordj_el_Kiffan_Algiers_Province.html,"3,5","09 Rue Salah el Dine el Ayoubi, Bordj el Kiffan 16031 Algérie",702299311864443
1740,Hotel Laico Hammamet,https://www.tripadvisor.fr/Hotel_Review-g297943-d555514-Reviews-Hotel_Laico_Hammamet-Hammamet_Nabeul_Governorate.html,"3,5","Main Esplanade of Yasmine, Hammamet 8050 Tunisie",297943555514
1741,Marhaba Palace Hotel,https://www.tripadvisor.fr/Hotel_Review-g297952-d316751-Reviews-Marhaba_Palace_Hotel-Port_El_Kantaoui_Sousse_Governorate.html,"4,0","Bp 120 el kantaoui Sousse, Port El Kantaoui 4089 Tunisie",297952316751
1742,Appart'City Marseille Euromed,https://www.tripadvisor.fr/Hotel_Review-g187253-d3937532-Reviews-Appart_City_Marseille_Euromed-Marseille_Bouches_du_Rhone_Provence_Alpes_Cote_d_Azur.html,"3,0","118 rue de Ruffi, 13002 Marseille France",1872533937532
1743,Iberostar Averroes,https://www.tripadvisor.fr/Hotel_Review-g297943-d316513-Reviews-Iberostar_Averroes-Hammamet_Nabeul_Governorate.html,"4,5","Yasmine Hammamet, Hammamet 8052 Tunisie",297943316513
1744,Hotel & Spa Baie des Anges by Thalazur,https://www.tripadvisor.fr/Hotel_Review-g187217-d228812-Reviews-Hotel_Spa_Baie_des_Anges_by_Thalazur-Antibes_French_Riviera_Cote_d_Azur_Provence_Alpes_.html,"4,0","770 Chemin des Moyennes Breguieres, 06600, Antibes France",187217228812
1745,Résidence Premium Les Calanques des Issambres,https://www.tripadvisor.fr/Hotel_Review-g562735-d291667-Reviews-Residence_Premium_Les_Calanques_des_Issambres-Les_Issambres_Roquebrune_sur_Argens_Frenc.html,"3,5","Allée du Mérou, 83380 Les Issambres, Roquebrune-sur-Argens France",562735291667
1746,Zodiac,https://www.tripadvisor.fr/Hotel_Review-g297943-d642945-Reviews-Zodiac-Hammamet_Nabeul_Governorate.html,"3,5","Zone Touristique Yasmine Hammamet Hammamet Tunisia, Hammamet 8050 Tunisie",297943642945
1747,Hotel Bravo Hammamet,https://www.tripadvisor.fr/Hotel_Review-g297943-d4590262-Reviews-Hotel_Bravo_Hammamet-Hammamet_Nabeul_Governorate.html,"3,5","Station Yasmine Hammamet, Hammamet 8050 Tunisie",2979434590262
1748,La Plage d'Argens,https://www.tripadvisor.fr/Hotel_Review-g635839-d4372137-Reviews-La_Plage_d_Argens-Saint_Aygulf_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,"4,0","541 route Départementale 559, 83370 Saint-Aygulf France",6358394372137
1749,Auberge Du Raisin,https://www.tripadvisor.fr/Hotel_Review-g198864-d236116-Reviews-Auberge_Du_Raisin-Cully_Bourg_en_Lavaux_Canton_of_Vaud.html,"4,5","place de l' Hotel-de-Ville 1, Cully, Bourg-en-Lavaux 1096 Suisse",198864236116
1750,Citadines Place d'Italie Paris,https://www.tripadvisor.fr/Hotel_Review-g187147-d197561-Reviews-Citadines_Place_d_Italie_Paris-Paris_Ile_de_France.html,"4,0","18 Place D'Italie 13ème Arrondissement, 75013 Paris France",187147197561
1751,Résidence Au Grand Sud,https://www.tripadvisor.fr/Hotel_Review-g187226-d1491052-Reviews-Au_Grand_Sud_Residence-Hyeres_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,"3,5","39 avenue de la Sablière La Bergerie, 83400, Hyères France",1872261491052
1752,Hotel Pizzo Vogorno,https://www.tripadvisor.fr/Hotel_Review-g2535548-d2569785-Reviews-Hotel_Pizzo_Vogorno-Vogorno_Canton_of_Ticino_Swiss_Alps.html,"4,5","Via Valle Verzasca 58, Vogorno 6632 Suisse",25355482569785
1753,Grimselblick,https://www.tripadvisor.fr/Hotel_Review-g1096348-d2200822-Reviews-Grimselblick-Oberwald_Canton_of_Valais_Swiss_Alps.html,"3,0","Passhohe, Oberwald 3999 Suisse",10963482200822
1754,Kyriad Paris 13 - Italie Gobelins,https://www.tripadvisor.fr/Hotel_Review-g187147-d319560-Reviews-Kyriad_Paris_13_Italie_Gobelins-Paris_Ile_de_France.html,"4,0","5 rue Veronese, 75013 Paris France",187147319560
1755,Kyriad Paris 13 - Italie Gobelins,https://www.tripadvisor.fr/Hotel_Review-g187147-d319560-Reviews-Kyriad_Paris_13_Italie_Gobelins-Paris_Ile_de_France.html,"4,0","5 rue Veronese, 75013 Paris France",187147319560
1756,Ibis Budget Tours Nord,https://www.tripadvisor.fr/Hotel_Review-g187130-d1071217-Reviews-Ibis_Budget_Tours_Nord-Tours_Indre_et_Loire_Centre_Val_de_Loire.html,"4,0","ZI de la Milletiere 7 rue de l'Aviation, 37100, Tours France",1871301071217
1757,Ibis Budget Niort,https://www.tripadvisor.fr/Hotel_Review-g661386-d1391530-Reviews-Ibis_Budget_Niort-La_Creche_Deux_Sevres_Nouvelle_Aquitaine.html,"4,0","2 rue Christophe Colomb ZAC de Baussais, 79260 La Creche France",6613861391530
1758,Ibis Budget Toulouse Aéroport,https://www.tripadvisor.fr/Hotel_Review-g196620-d1391526-Reviews-Ibis_Budget_Toulouse_Aeroport-Blagnac_Haute_Garonne_Occitanie.html,"3,5","Avenue Didier Daurat, 31700 Blagnac France",1966201391526
1759,Ibis Budget Blois Centre,https://www.tripadvisor.fr/Hotel_Review-g187119-d507424-Reviews-Ibis_Budget_Blois_Centre-Blois_Loir_et_Cher_Centre_Val_de_Loire.html,"3,0","4 rue Jean Moulin, 41000, Blois France",187119507424
1760,Ibis Budget Chateauroux Déols,https://www.tripadvisor.fr/Hotel_Review-g667012-d1071412-Reviews-Ibis_Budget_Chateauroux_Deols-Deols_Indre_Berry_Centre_Val_de_Loire.html,"4,0","avenue Georges Hennequin ZA de l'Ecoparc, 36130 Deols France",6670121071412
1761,Ibis Budget Bourges,https://www.tripadvisor.fr/Hotel_Review-g1079451-d1094012-Reviews-Ibis_Budget_Bourges-Le_Subdray_Cher_Berry_Centre_Val_de_Loire.html,"3,5","Zone D'amenagement Concerte Cesar, 18570 Le Subdray France",10794511094012
1762,Ibis Budget Tours Nord,https://www.tripadvisor.fr/Hotel_Review-g187130-d1071217-Reviews-Ibis_Budget_Tours_Nord-Tours_Indre_et_Loire_Centre_Val_de_Loire.html,"4,0","ZI de la Milletiere 7 rue de l'Aviation, 37100, Tours France",1871301071217
1763,Le 55 Montparnasse Hotel,https://www.tripadvisor.fr/Hotel_Review-g187147-d274979-Reviews-Le_55_Montparnasse_Hotel-Paris_Ile_de_France.html,"4,0","55 rue de Plaisance, 75014 Paris France",187147274979
1764,Le 55 Montparnasse Hotel,https://www.tripadvisor.fr/Hotel_Review-g187147-d274979-Reviews-Le_55_Montparnasse_Hotel-Paris_Ile_de_France.html,"4,0","55 rue de Plaisance, 75014 Paris France",187147274979
1765,"Hotel L'Arbre Voyageur, BW Premier Collection",https://www.tripadvisor.fr/Hotel_Review-g187178-d11670679-Reviews-Hotel_L_Arbre_Voyageur_BW_Premier_Collection-Lille_Nord_Hauts_de_France.html,"5,0","45 Boulevard Carnot, 59800, Lille France",18717811670679
1766,Pension Portugal,https://www.tripadvisor.fr/Hotel_Review-g187497-d631169-Reviews-Pension_Portugal-Barcelona_Catalonia.html,"3,0","Jose Anselm Clave 27, 08002 Barcelone Espagne",187497631169
1767,Ibis Styles Paris Bercy,https://www.tripadvisor.fr/Hotel_Review-g187147-d197493-Reviews-Ibis_Styles_Paris_Bercy-Paris_Ile_de_France.html,"3,5","77 rue de Bercy 12th Arr., 75012 Paris France",187147197493
1768,Le 55 Montparnasse Hotel,https://www.tripadvisor.fr/Hotel_Review-g187147-d274979-Reviews-Le_55_Montparnasse_Hotel-Paris_Ile_de_France.html,"4,0","55 rue de Plaisance, 75014 Paris France",187147274979
1769,Hôtel Le M Paris,https://www.tripadvisor.fr/Hotel_Review-g187147-d648105-Reviews-Hotel_Le_M_Paris-Paris_Ile_de_France.html,"4,0","20 Bis Rue de la Gaité, 75014 Paris France",187147648105
1770,Aparthotel Adagio Marne-la-Vallée Val d'Europe,https://www.tripadvisor.fr/Hotel_Review-g780713-d319557-Reviews-Aparthotel_Adagio_Marne_la_Vallee_Val_d_Europe-Serris_Marne_la_Vallee_Seine_et_Marne_Il.html,"3,5","42 cours du Danube, 77706 Serris, Marne-la-Vallée France",780713319557
1771,Le 55 Montparnasse Hotel,https://www.tripadvisor.fr/Hotel_Review-g187147-d274979-Reviews-Le_55_Montparnasse_Hotel-Paris_Ile_de_France.html,"4,0","55 rue de Plaisance, 75014 Paris France",187147274979
1772,Cote Vignes,https://www.tripadvisor.fr/Hotel_Review-g2139418-d2262302-Reviews-Cote_Vignes-Germignac_Charente_Maritime_Nouvelle_Aquitaine.html,"4,5","11 Passage de Chez Perrier, 17520 Germignac France",21394182262302
1773,Le 55 Montparnasse Hotel,https://www.tripadvisor.fr/Hotel_Review-g187147-d274979-Reviews-Le_55_Montparnasse_Hotel-Paris_Ile_de_France.html,"4,0","55 rue de Plaisance, 75014 Paris France",187147274979
1774,Hôtel Avia Saphir Montparnasse,https://www.tripadvisor.fr/Hotel_Review-g187147-d280619-Reviews-Avia_Saphir_Montparnasse_Hotel-Paris_Ile_de_France.html,"4,0","181, rue de Vaugirard 15ème Arr., 75015 Paris France",187147280619
1775,Tonic Hôtel Saint Germain,https://www.tripadvisor.fr/Hotel_Review-g187147-d219986-Reviews-Tonic_Hotel_Saint_Germain-Paris_Ile_de_France.html,"4,0","15 rue des 4 Vents, 75006 Paris France",187147219986
1776,Ibis Paris Issy Les Moulineaux Val de Seine,https://www.tripadvisor.fr/Hotel_Review-g196569-d287156-Reviews-Ibis_Paris_Issy_Les_Moulineaux_Val_de_Seine-Issy_les_Moulineaux_Hauts_de_Seine_Ile_de_F.html,"3,5","213 rue Jean Jacques Rousseau Quartier Sainte Lucie, 92130 Issy-les-Moulineaux France",196569287156
1777,Le 55 Montparnasse Hotel,https://www.tripadvisor.fr/Hotel_Review-g187147-d274979-Reviews-Le_55_Montparnasse_Hotel-Paris_Ile_de_France.html,"4,0","55 rue de Plaisance, 75014 Paris France",187147274979
1778,Hameau De Passy,https://www.tripadvisor.fr/Hotel_Review-g187147-d269370-Reviews-Hameau_De_Passy-Paris_Ile_de_France.html,"4,0","48 rue de Passy 16 Arr., 75016 Paris France",187147269370
1779,Hameau De Passy,https://www.tripadvisor.fr/Hotel_Review-g187147-d269370-Reviews-Hameau_De_Passy-Paris_Ile_de_France.html,"4,0","48 rue de Passy 16 Arr., 75016 Paris France",187147269370
1780,Novotel Suites Berlin City Potsdamer Platz Hotel,https://www.tripadvisor.fr/Hotel_Review-g187323-d498328-Reviews-Novotel_Suites_Berlin_City_Potsdamer_Platz_Hotel-Berlin.html,"4,0","Anhalter Str. 2, 10963 Berlin Allemagne",187323498328
1781,I Turchesi Club Village,https://www.tripadvisor.fr/Hotel_Review-g194719-d1840459-Reviews-I_Turchesi_Club_Village-Castellaneta_Province_of_Taranto_Puglia.html,"4,5","Viale dei Pini, 74010, Castellaneta Italie",1947191840459
1782,Hotel Gardenia,https://www.tripadvisor.fr/Hotel_Review-g230071-d668257-Reviews-Hotel_Gardenia-Forli_Province_of_Forli_Cesena_Emilia_Romagna.html,"4,0","Via Archimede Mellini 7 100 m from Piazzale della Vittoria, 47121, Forli Italie",230071668257
1783,Best Western Swiss Cottage Hotel,https://www.tripadvisor.fr/Hotel_Review-g186338-d195152-Reviews-Best_Western_Swiss_Cottage_Hotel-London_England.html,"3,5","4 Adamson Road Swiss Cottage, Londres NW3 3HP Angleterre",186338195152
1784,Pierre & Vacances Résidence La Daille,https://www.tripadvisor.fr/Hotel_Review-g187271-d265293-Reviews-Pierre_Vacances_Residence_La_Daille-Val_d_Isere_Savoie_Auvergne_Rhone_Alpes.html,"3,5","la Daille, 73150 Val d'Isère France",187271265293
1785,Hotel Diplomatic,https://www.tripadvisor.fr/Hotel_Review-g187855-d205800-Reviews-Hotel_Diplomatic-Turin_Province_of_Turin_Piedmont.html,"4,0","Via Cernaia 42 Torino Centro, 10122 Turin Italie",187855205800
1786,Hotel Miraparque,https://www.tripadvisor.fr/Hotel_Review-g189158-d207173-Reviews-Hotel_Miraparque-Lisbon_Lisbon_District_Central_Portugal.html,"4,0","Avenida Sidonio Pais 12, Lisbonne 1050-214 Portugal",189158207173
1787,Résidence-Club Odalys Les Hameaux de Capra Scorsa,https://www.tripadvisor.fr/Hotel_Review-g1080018-d1109149-Reviews-Residence_Club_Odalys_Les_Hameaux_de_Capra_Scorsa-Belgodere_Haute_Corse_Corsica.html,"4,0","Lieu Dit Lozari, 20226 Belgodère, Corse France",10800181109149
1788,Hameau De Passy,https://www.tripadvisor.fr/Hotel_Review-g187147-d269370-Reviews-Hameau_De_Passy-Paris_Ile_de_France.html,"4,0","48 rue de Passy 16 Arr., 75016 Paris France",187147269370
1789,Hotel Pax,https://www.tripadvisor.fr/Hotel_Review-g188057-d1103662-Reviews-Hotel_Pax-Geneva.html,"3,5","rue du 31-Decembre 68, Genève 1207 Suisse",1880571103662
1790,Hotel de Paris,https://www.tripadvisor.fr/Hotel_Review-g670837-d593806-Reviews-Hotel_de_Paris-Courseulles_sur_Mer_Calvados_Basse_Normandie_Normandy.html,"4,0","Place du 6 Juin, 14470 Courseulles-sur-Mer France",670837593806
1791,Hameau De Passy,https://www.tripadvisor.fr/Hotel_Review-g187147-d269370-Reviews-Hameau_De_Passy-Paris_Ile_de_France.html,"4,0","48 rue de Passy 16 Arr., 75016 Paris France",187147269370
1792,Hotel d'Angleterre,https://www.tripadvisor.fr/Hotel_Review-g187148-d590033-Reviews-Hotel_d_Angleterre-Versailles_Yvelines_Ile_de_France.html,"4,0","2 B rue de Fontenay, 78000, Versailles France",187148590033
1793,Belambra Clubs - Le Verdon,https://www.tripadvisor.fr/Hotel_Review-g3355578-d1451609-Reviews-Belambra_Clubs_Le_Verdon-Montagnac_Montpezat_Alpes_de_Haute_Provence_Provence_Alpes_C.html,"3,0","Rue des Punis Montpezat, 04500 Montagnac-Montpezat France",33555781451609
1794,Belambra Clubs - L'Alisier,https://www.tripadvisor.fr/Hotel_Review-g1067708-d578339-Reviews-Belambra_Clubs_L_Alisier-Praz_Sur_Arly_Haute_Savoie_Auvergne_Rhone_Alpes.html,"4,0","476 Route du Val D Arly Megève, 74120 Praz Sur Arly France",1067708578339
1795,Hameau De Passy,https://www.tripadvisor.fr/Hotel_Review-g187147-d269370-Reviews-Hameau_De_Passy-Paris_Ile_de_France.html,"4,0","48 rue de Passy 16 Arr., 75016 Paris France",187147269370
1796,Hotel Oceania Paris Porte de Versailles,https://www.tripadvisor.fr/Hotel_Review-g187147-d599275-Reviews-Hotel_Oceania_Paris_Porte_de_Versailles-Paris_Ile_de_France.html,"4,0","52 rue d Oradour sur Glane 15th Arr., 75015 Paris France",187147599275
1797,Hotel Oceania Paris Porte de Versailles,https://www.tripadvisor.fr/Hotel_Review-g187147-d599275-Reviews-Hotel_Oceania_Paris_Porte_de_Versailles-Paris_Ile_de_France.html,"4,0","52 rue d Oradour sur Glane 15th Arr., 75015 Paris France",187147599275
1798,Hotel Oceania Paris Porte de Versailles,https://www.tripadvisor.fr/Hotel_Review-g187147-d599275-Reviews-Hotel_Oceania_Paris_Porte_de_Versailles-Paris_Ile_de_France.html,"4,0","52 rue d Oradour sur Glane 15th Arr., 75015 Paris France",187147599275
1799,Ibis Styles Angouleme Nord (rénové),https://www.tripadvisor.fr/Hotel_Review-g227891-d233430-Reviews-Ibis_Styles_Angouleme_Nord_renove-Champniers_Charente_Nouvelle_Aquitaine.html,"4,0","122 rue des Meneaux Espace hotelier Angouleme Nord, 16430 Champniers France",227891233430
1800,Comfort Hotel Astoria,https://www.tripadvisor.fr/Hotel_Review-g196530-d231033-Reviews-Comfort_Hotel_Astoria-Lorient_Morbihan_Brittany.html,"4,0","3 rue Olivier de Clisson, 56100 Lorient France",196530231033
1801,Hôtel Ibis Lorient Centre,https://www.tripadvisor.fr/Hotel_Review-g196530-d259040-Reviews-Hotel_Ibis_Lorient_Centre_Gare-Lorient_Morbihan_Brittany.html,"3,5","9 cours de chazelles, 56100 Lorient France",196530259040
1802,Hôtel Amirauté,https://www.tripadvisor.fr/Hotel_Review-g187257-d197165-Reviews-Hotel_Amiraute-Toulon_Var_Provence_Alpes_Cote_d_Azur.html,"4,0","4 rue Adolphe Guiol, 83000 Toulon France",187257197165
1803,La Reposee Hotel Restaurant,https://www.tripadvisor.fr/Hotel_Review-g187103-d597551-Reviews-La_Reposee_Hotel_Restaurant-Rennes_Ille_et_Vilaine_Brittany.html,"4,0","La Quinte, Route de Fougeres Ile-et-Vilaine, 35340, Rennes France",187103597551
1804,Brit Hotel Terminus,https://www.tripadvisor.fr/Hotel_Review-g187204-d1224134-Reviews-Brit_Hotel_Terminus-Angouleme_Charente_Nouvelle_Aquitaine.html,"3,0","1 Place de la Gare, 16000, Angoulême France",1872041224134
1805,Holiday Inn Toulon City Centre,https://www.tripadvisor.fr/Hotel_Review-g187257-d228013-Reviews-Holiday_Inn_Toulon_City_Centre-Toulon_Var_Provence_Alpes_Cote_d_Azur.html,"4,0","1 avenue Rageot de la Touche, 83000 Toulon France",187257228013
1806,Hotel Oceania Paris Porte de Versailles,https://www.tripadvisor.fr/Hotel_Review-g187147-d599275-Reviews-Hotel_Oceania_Paris_Porte_de_Versailles-Paris_Ile_de_France.html,"4,0","52 rue d Oradour sur Glane 15th Arr., 75015 Paris France",187147599275
1807,HD Beach Resort & Spa,https://www.tripadvisor.fr/Hotel_Review-g659633-d1117135-Reviews-HD_Beach_Resort_Spa-Costa_Teguise_Lanzarote_Canary_Islands.html,"4,5","Av. de las Islas Canarias, S/N, 35508 Costa Teguise, Lanzarote Espagne",6596331117135
1808,Hyatt Regency Paris Charles de Gaulle,https://www.tripadvisor.fr/Hotel_Review-g196587-d232486-Reviews-Hyatt_Regency_Paris_Charles_de_Gaulle-Roissy_en_France_Val_d_Oise_Ile_de_France.html,"3,5","Paris Nord 2 351 avenue du Bois de la Pie Cs 42048 Roissy en France, 95912 Roissy-en-France France",196587232486
1809,Hotel Oceania Paris Porte de Versailles,https://www.tripadvisor.fr/Hotel_Review-g187147-d599275-Reviews-Hotel_Oceania_Paris_Porte_de_Versailles-Paris_Ile_de_France.html,"4,0","52 rue d Oradour sur Glane 15th Arr., 75015 Paris France",187147599275
1810,Hôtel Malte - Astotel,https://www.tripadvisor.fr/Hotel_Review-g187147-d228694-Reviews-Hotel_Malte_Astotel-Paris_Ile_de_France.html,"5,0","63 rue de Richelieu 2nd Arr., 75002 Paris France",187147228694
1811,Hôtel Malte - Astotel,https://www.tripadvisor.fr/Hotel_Review-g187147-d228694-Reviews-Hotel_Malte_Astotel-Paris_Ile_de_France.html,"5,0","63 rue de Richelieu 2nd Arr., 75002 Paris France",187147228694
1812,Hôtel Malte - Astotel,https://www.tripadvisor.fr/Hotel_Review-g187147-d228694-Reviews-Hotel_Malte_Astotel-Paris_Ile_de_France.html,"5,0","63 rue de Richelieu 2nd Arr., 75002 Paris France",187147228694
1813,Hôtel Malte - Astotel,https://www.tripadvisor.fr/Hotel_Review-g187147-d228694-Reviews-Hotel_Malte_Astotel-Paris_Ile_de_France.html,"5,0","63 rue de Richelieu 2nd Arr., 75002 Paris France",187147228694
1814,Le Domaine de La Reserve,https://www.tripadvisor.fr/Hotel_Review-g1191832-d316586-Reviews-Le_Domaine_de_La_Reserve-Anse_Volbert_Praslin_Island.html,"4,5","Anse Petite Cour, Anse Volbert, Île de Praslin Îles Seychelles",1191832316586
1815,Hotel Ekta,https://www.tripadvisor.fr/Hotel_Review-g187147-d7645653-Reviews-Hotel_Ekta-Paris_Ile_de_France.html,"4,5","52 rue Galilée, 75008 Paris France",1871477645653
1816,Hotel Ekta,https://www.tripadvisor.fr/Hotel_Review-g187147-d7645653-Reviews-Hotel_Ekta-Paris_Ile_de_France.html,"4,5","52 rue Galilée, 75008 Paris France",1871477645653
1817,Chambres d'Hôtes Maris Stella,https://www.tripadvisor.fr/Hotel_Review-g1025630-d12560048-Reviews-Chambres_D_Hotes_Maris_Stella-Le_Pouliguen_Loire_Atlantique_Pays_de_la_Loire.html,"5,0","14 Rue Lamartine, 44510 Le Pouliguen France",102563012560048
